# Marker      S (mm)         S (m)        2005        2006        2007        2008        2009        2010        2011        2012
          99  1542369.9      1542.4     -10.590     -11.740     -13.000     -14.830     -15.220     -16.320     -16.490     -18.140
         100  1530021.0      1530.0     -10.200     -11.430     -12.700     -14.690     -15.010     -15.900     -16.420     -18.420
         101  1526521.0      1526.5     -10.230     -11.510     -12.760     -14.780     -15.110     -15.930     -16.430     -18.430
         102  1494484.5      1494.5     -10.200     -11.520     -12.780     -14.800     -15.000     -15.820     -16.010     -18.030
         103  1483717.0      1483.7     -10.270     -11.600     -12.840     -14.820     -15.030     -15.910     -16.090     -18.110
         104  1472449.4      1472.4     -10.270     -11.530     -12.760     -14.450     -14.760     -15.900     -15.580     -17.420
         105  1458264.0      1458.3     -10.550     -11.810     -13.080     -14.750     -15.060     -16.250     -16.380     -18.040
         106  1445921.2      1445.9     -10.490     -11.750     -13.020     -14.610     -15.050     -16.150     -16.000     -17.610
         107  1430235.9      1430.2     -10.600     -11.800     -13.230     -14.560     -15.070     -15.990     -15.690     -17.160
         108  1416043.7      1416.0     -10.770     -11.900     -13.380     -14.250     -14.860     -15.760     -15.260     -16.760
         109  1404001.0      1404.0     -10.600     -11.580     -13.090     -14.330     -15.060     -15.920     -15.120     -16.620
         110  1385755.4      1385.8     -11.260     -12.150     -13.690     -14.990     -15.930     -16.690     -17.900     -19.710
         111  1370992.2      1371.0     -11.100     -11.950     -13.530     -14.690     -15.700     -16.390     -17.010     -18.670
         112  1355268.7      1355.3     -10.640     -11.450     -12.990     -14.050     -15.010     -15.640     -16.010     -17.560
         113  1337087.1      1337.1     -10.810     -11.630     -13.210     -14.280     -15.210     -15.850     -15.850     -17.370
         114  1322405.6      1322.4     -10.600     -11.440     -12.960     -13.980     -14.960     -15.570     -15.630     -17.070
         115  1306293.9      1306.3     -10.850     -11.660     -13.220     -14.190     -15.190     -15.790     -15.850     -17.300
         116  1289960.1      1290.0     -10.740     -11.560     -13.190     -14.120     -15.120     -15.690     -16.010     -17.430
         117  1273346.9      1273.3     -10.110     -10.930     -12.580     -13.650     -14.410     -15.280     -16.130     -17.510
         118  1257032.2      1257.0     -11.050     -11.920     -13.510     -14.570     -15.420     -16.030     -16.920     -18.380
         119  1241717.6      1241.7     -11.120     -12.030     -13.620     -14.700     -15.570     -16.160     -17.140     -18.580
         120  1226403.0      1226.4     -10.930     -11.760     -13.400     -14.520     -15.390     -15.980     -16.680     -18.110
         121  1214289.7      1214.3     -10.650     -11.600     -13.130     -14.280     -15.130     -15.650     -16.110     -17.420
         122  1193956.0      1194.0     -10.730     -11.740     -13.220     -14.370     -15.240     -15.670     -15.940     -17.310
         123  1177844.3      1177.8     -10.300     -11.320     -12.810     -13.980     -14.840     -15.230     -15.160     -16.570
         124  1162455.6      1162.5      -9.490     -10.430     -11.920     -13.250     -14.030     -14.490     -14.270     -15.630
         125  1145066.9      1145.1      -9.820     -10.710     -12.150     -13.510     -14.420     -14.760     -14.560     -16.010
         126  1134207.0      1134.2      -9.430     -10.300     -11.710     -13.120     -13.960     -14.380     -14.260     -15.730
         127  1120634.0      1120.6      -8.900      -9.720     -11.130     -12.580     -13.370     -13.820     -13.790     -15.290
         128  1112774.1      1112.8      -8.900      -9.700     -11.120     -12.550     -13.390     -13.810     -13.610     -15.090
         129  1094385.5      1094.4      -7.740      -8.480      -9.820     -11.190     -11.890     -12.490     -12.110     -13.570
         130  1080496.7      1080.5      -7.710      -8.480      -9.820     -11.140     -11.890     -12.310     -12.050     -13.460
         131  1064385.1      1064.4      -7.150      -7.960      -9.250     -10.570     -11.300     -11.600     -11.570     -12.890
         132  1048051.3      1048.1      -6.590      -7.490      -8.680      -9.980     -10.610     -10.920     -11.050     -12.280
         133  1032438.1      1032.4      -6.510      -7.440      -8.560      -9.910     -10.510     -10.790     -11.230     -12.520
         134  1016123.4      1016.1      -6.060      -7.070      -8.090      -9.410     -10.010     -10.220     -10.710     -12.020
         135   999308.8       999.3      -5.660      -6.610      -7.590      -8.770      -9.410      -9.550      -9.530     -10.630
         136   985994.1       986.0      -4.610      -5.470      -6.370      -7.510      -8.000      -8.180      -8.100      -9.070
         137   966520.6       966.5      -4.850      -5.650      -6.480      -7.620      -8.160      -8.300      -8.100      -9.170
         138   951547.1       951.6      -4.490      -5.290      -6.040      -7.090      -7.650      -7.760      -7.500      -8.560
         139   935545.7       935.6      -3.940      -4.590      -5.250      -6.280      -6.750      -6.950      -6.750      -7.790
         140   915309.0       915.3      -3.570      -4.100      -4.670      -5.640      -6.070      -6.180      -6.090      -7.090
