   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
 1.81903 13.8873 19.7932 1.82191 -.28681  LL0.138  -.0016 8.9E-5 3.5E-4 5.5E-6  -1.4347 9.79122 18.3368  .00230 3.30E-4 -1.E-5 3325
 1.32259 8.86079 19.8163 1.36287 -.28681  SPC.131  -.0014 8.9E-5 3.6E-4 5.5E-6  -1.9345 15.1820 18.3578  .00282 3.30E-4 -1.E-5 3326
 1.32259 8.86079 19.8163 1.36287 -.28681  LL4274   -.0014 8.9E-5 3.6E-4 5.5E-6  -1.9345 15.1820 18.3578  .00282 3.30E-4 -1.E-5 3327
 1.10615 7.16650 19.8302 1.16273 -.28681 SDB19321B.1 -.0014 8.9E-5 3.7E-4 5.5E-6 -2.1524 18.0331 18.3645 .00305 3.30E-4 -1.E-5 3328
 1.10615 7.16650 19.8302 1.16273 -.28681 SDB19321A -.0014 8.9E-5 3.7E-4 5.5E-6  -2.1524 18.0331 18.3645  .00305 3.30E-4 -1.E-5 3329
  .89247 5.76727 19.8476  .96166 -.28747 SDB19321B.2 -.0013 8.9E-5 3.7E-4 5.7E-6 -2.3841 21.2085 18.3702 .00327 3.32E-4 -7.E-6 3330
  .89247 5.76727 19.8476  .96166 -.28747  LL4282   -.0013 8.9E-5 3.7E-4 5.7E-6  -2.3841 21.2085 18.3702  .00327 3.32E-4 -7.E-6 3331
  .80525 5.29190 19.8556  .88114 -.28747  ZSV19383 -.0013 8.9E-5 3.7E-4 5.7E-6  -2.4723 22.5683 18.3722  .00337 3.32E-4 -7.E-6 3332
  .79264 5.22719 19.8569  .86950 -.28747  MOV.166  -.0013 8.9E-5 3.7E-4 5.7E-6  -2.4851 22.7690 18.3725  .00338 3.32E-4 -7.E-6 3333
  .74295 4.98226 19.8618  .82363 -.28747  LL4287   -.0013 8.9E-5 3.7E-4 5.7E-6  -2.5354 23.5698 18.3736  .00343 3.32E-4 -7.E-6 3334
  .65738 4.59759 19.8710  .74464 -.28747 QDN19342B.1 -.0012 8.9E-5 3.8E-4 5.7E-6 -2.6219 24.9866 18.3754 .00352 3.32E-4 -7.E-6 3335
  .65753 4.59759 19.8710  .74464 -.28749  SPCQ.193 -.0012 8.9E-5 3.8E-4 5.8E-6  -2.6227 24.9866 18.3754  .00352 3.32E-4 -7.E-6 3336
  .65753 4.59759 19.8710  .74464 -.28749 QDN19342A -.0012 8.9E-5 3.8E-4 5.8E-6  -2.6227 24.9866 18.3754  .00352 3.32E-4 -7.E-6 3337
 -.64894 4.58291 19.9438  .30029 -.19177 SPCQE.193 -.0013 -1.E-4 3.2E-4 -6.E-5  2.24131 25.8180 18.3867  .00355 -3.5E-4 -6.E-6 3338
 -.64894 4.58291 19.9438  .30029 -.19177 QDN19342B.2 -.0013 -1.E-4 3.2E-4 -6.E-5 2.24131 25.8180 18.3867 .00355 -3.5E-4 -6.E-6 3339
 -.64894 4.58291 19.9438  .30029 -.19177 MKQCTR.193 -.0013 -1.E-4 3.2E-4 -6.E-5 2.24131 25.8180 18.3867  .00355 -3.5E-4 -6.E-6 3340
 -.64879 4.58291 19.9438  .30029 -.19178  LL4297   -.0013 -1.E-4 3.2E-4 -6.E-5  2.24048 25.8180 18.3867  .00355 -3.5E-4 -6.E-6 3341
 -.86542 5.64089 19.9657  .16640 -.19178 BMN19483B.1 -.0014 -1.E-4 2.8E-4 -6.E-5 2.07757 22.8010 18.3912 .00334 -3.5E-4 -6.E-6 3342
 -.86636 5.64089 19.9657  .16640 -.19175  SPCB.247 -.0014 -1.E-4 2.8E-4 -6.E-5  2.08137 22.8010 18.3912  .00334 -3.5E-4 -6.E-6 3343
 -.86636 5.64089 19.9657  .16640 -.19175 BMN19483A.1 -.0014 -1.E-4 2.8E-4 -6.E-5 2.08137 22.8010 18.3912 .00334 -3.5E-4 -6.E-6 3344
 -1.4890 10.3852 20.0081 -.19755 -.16993  SPCB.248 -.0017 -1.E-4 1.7E-4 -6.E-5  1.61040 15.3660 18.4084  .00194 -2.4E-4 -6.E-6 3345
 -1.4890 10.3852 20.0081 -.19755 -.16993 BMN19483A.2 -.0017 -1.E-4 1.7E-4 -6.E-5 1.61040 15.3660 18.4084 .00194 -2.4E-4 -6.E-6 3346
 -2.1088 17.6322 20.0318 -.51746 -.14803  SPCB.249 -.0019 -1.E-4 4.8E-5 -6.E-5  1.13943 9.82807 18.4346 9.74E-4 -1.0E-4 -6.E-6 3347
 -2.1088 17.6322 20.0318 -.51746 -.14803 BMN19483A.3 -.0019 -1.E-4 4.8E-5 -6.E-5 1.13943 9.82807 18.4346 9.74E-4 -1.0E-4 -6.E-6 3348
 -2.7246 27.3681 20.0465 -.79319 -.12606  SPCBE.83 -.0022 -1.E-4 -8.E-5 -6.E-5   .66847 6.18709 18.4762 5.45E-4 4.73E-5 -6.E-6 3349
 -2.7246 27.3681 20.0465 -.79319 -.12606 BMN19483B.2 -.0022 -1.E-4 -8.E-5 -6.E-5 .66847 6.18709 18.4762 5.45E-4 4.73E-5 -6.E-6 3350
 -2.7291 27.3681 20.0465 -.79319 -.12619  LL4306   -.0022 -1.E-4 -8.E-5 -6.E-5   .66948 6.18709 18.4762 5.45E-4 4.72E-5 -6.E-6 3351
 -2.8445 29.4527 20.0485 -.84033 -.12619  ZSH19484 -.0023 -1.E-4 -1.E-4 -6.E-5   .58194 5.71906 18.4862 5.86E-4 4.72E-5 -6.E-6 3352
 -2.8571 29.6836 20.0488 -.84543 -.12619  MOV.167  -.0023 -1.E-4 -1.E-4 -6.E-5   .57246 5.67230 18.4873 5.90E-4 4.72E-5 -6.E-6 3353
 -2.9063 30.6029 20.0496 -.86554 -.12619  LL4313   -.0023 -1.E-4 -1.E-4 -6.E-5   .53513 5.49564 18.4919 6.08E-4 4.71E-5 -6.E-6 3354
 -2.9907 32.2160 20.0510 -.90002 -.12619 QFN19442B.1 -.0023 -1.E-4 -1.E-4 -6.E-5 .47110 5.22039 18.5000 6.38E-4 4.71E-5 -6.E-6 3355
 -2.9915 32.2160 20.0510 -.90002 -.12621  SPCQ.194 -.0023 -1.E-4 -1.E-4 -6.E-5   .47123 5.22039 18.5000 6.38E-4 4.71E-5 -6.E-6 3356
 -2.9915 32.2160 20.0510 -.90002 -.12621 QFN19442A -.0023 -1.E-4 -1.E-4 -6.E-5   .47123 5.22039 18.5000 6.38E-4 4.71E-5 -6.E-6 3357
 2.30347 33.4325 20.0585 -.98181  .02713 SPCQE.194 -.0023 2.4E-4 -3.E-4 -1.E-4  -.69387 5.55144 18.5506 9.37E-4 1.69E-4 -6.E-6 3358
 2.30347 33.4325 20.0585 -.98181 .02713 QFN19442B.2 -.0023 2.4E-4 -3.E-4 -1.E-4 -.69387 5.55144 18.5506 9.37E-4 1.69E-4 -6.E-6 3359
 2.30347 33.4325 20.0585 -.98181  .02713 MKQCTR.194 -.0023 2.4E-4 -3.E-4 -1.E-4 -.69387 5.55144 18.5506 9.37E-4 1.69E-4 -6.E-6 3360
 2.30263 33.4325 20.0585 -.98181  .02710  LL4323   -.0023 2.4E-4 -3.E-4 -1.E-4  -.69373 5.55144 18.5506 9.37E-4 1.69E-4 -6.E-6 3361
 2.17114 30.3118 20.0620 -.96307  .02710 BMN19584B.1 -.0021 2.4E-4 -3.E-4 -1.E-4 -.87985 6.64909 18.5689 .00113 1.69E-4 -6.E-6 3362
 2.16586 30.3118 20.0620 -.96307  .02693  SPCB.250 -.0021 2.4E-4 -3.E-4 -1.E-4  -.87869 6.64909 18.5689  .00113 1.69E-4 -6.E-6 3363
 2.16586 30.3118 20.0620 -.96307  .02693 BMN19584A.1 -.0021 2.4E-4 -3.E-4 -1.E-4 -.87869 6.64909 18.5689 .00113 1.69E-4 -6.E-6 3364
 1.79297 22.3379 20.0743 -.88713  .04897  SPCB.251 -.0016 2.4E-4 -5.E-4 -1.E-4  -1.4154 11.2693 18.6063  .00211 2.93E-4 -6.E-6 3365
 1.79297 22.3379 20.0743 -.88713  .04897 BMN19584A.2 -.0016 2.4E-4 -5.E-4 -1.E-4 -1.4154 11.2693 18.6063 .00211 2.93E-4 -6.E-6 3366
   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
 1.41666 15.8730 20.0914 -.76683  .07098  SPCB.252 -.0011 2.4E-4 -8.E-4 -1.E-4  -1.9522 18.0515 18.6288  .00347 3.88E-4 -6.E-6 3367
 1.41666 15.8730 20.0914 -.76683  .07098 BMN19584A.3 -.0011 2.4E-4 -8.E-4 -1.E-4 -1.9522 18.0515 18.6288 .00347 3.88E-4 -6.E-6 3368
 1.03767 10.9293 20.1158 -.60224  .09296  SPCBE.84 -6.E-4 2.4E-4 -.0010 -1.E-4  -2.4890 26.9958 18.6434  .00506 4.55E-4 -6.E-6 3369
 1.03767 10.9293 20.1158 -.60224  .09296 BMN19584B.2 -6.E-4 2.4E-4 -.0010 -1.E-4 -2.4890 26.9958 18.6434 .00506 4.55E-4 -6.E-6 3370
 1.03572 10.9293 20.1158 -.60224  .09285  LL4332   -6.E-4 2.5E-4 -.0010 -1.E-4  -2.4842 26.9958 18.6434  .00506 4.54E-4 -6.E-6 3371
  .96479 10.1811 20.1214 -.56760  .09285  ZSV19584 -5.E-4 2.5E-4 -.0010 -1.E-4  -2.5835 28.8912 18.6455  .00527 4.54E-4 -6.E-6 3372
  .95711 10.1033 20.1221 -.56385  .09285  MOV.168  -5.E-4 2.5E-4 -.0010 -1.E-4  -2.5943 29.1009 18.6457  .00529 4.54E-4 -6.E-6 3373
  .92686 9.80286 20.1246 -.54908  .09285  LL4339   -5.E-4 2.5E-4 -.0010 -1.E-4  -2.6366 29.9352 18.6466  .00538 4.54E-4 -6.E-6 3374
  .87492 9.30935 20.1292 -.52371  .09285 QDX19524B.1 -4.E-4 2.5E-4 -.0010 -1.E-4 -2.7094 31.3995 18.6480 .00553 4.54E-4 -6.E-6 3375
  .87483 9.30935 20.1292 -.52371  .09285  SPCQ.195 -4.E-4 2.5E-4 -.0010 -1.E-4  -2.7091 31.3995 18.6480  .00553 4.54E-4 -6.E-6 3376
  .87483 9.30935 20.1292 -.52371  .09285 QDX19524A -4.E-4 2.5E-4 -.0010 -1.E-4  -2.7091 31.3995 18.6480  .00553 4.54E-4 -6.E-6 3377
 -.85349 9.27598 20.1601 -.43499  .01376 SPCQE.195 -2.E-5 2.1E-4 -.0011 8.4E-5  2.67686 31.4608 18.6563  .00550 -5.0E-4 -6.E-6 3378
 -.85349 9.27598 20.1601 -.43499  .01376 QDX19524B.2 -2.E-5 2.1E-4 -.0011 8.4E-5 2.67686 31.4608 18.6563 .00550 -5.0E-4 -6.E-6 3379
 -.85349 9.27598 20.1601 -.43499  .01376 MKQCTR.195 -2.E-5 2.1E-4 -.0011 8.4E-5 2.67686 31.4608 18.6563  .00550 -5.0E-4 -6.E-6 3380
 -.85358 9.27598 20.1601 -.43499  .01375  LL4349   -2.E-5 2.1E-4 -.0011 8.4E-5  2.67715 31.4608 18.6563  .00550 -5.0E-4 -6.E-6 3381
 -.98363 10.5581 20.1714 -.42554  .01375 BMN19685B.1 1.3E-4 2.1E-4 -.0010 8.4E-5 2.49598 27.8505 18.6600 .00509 -5.0E-4 -6.E-6 3382
 -.98539 10.5581 20.1714 -.42554  .01368  SPCB.253 1.3E-4 2.0E-4 -.0010 8.4E-5  2.50061 27.8505 18.6600  .00509 -5.1E-4 -6.E-6 3383
 -.98539 10.5581 20.1714 -.42554  .01368 BMN19685A.1 1.3E-4 2.0E-4 -.0010 8.4E-5 2.50061 27.8505 18.6600 .00509 -5.1E-4 -6.E-6 3384
 -1.3578 15.2782 20.1967 -.37633  .03559  SPCB.254 5.3E-4 2.0E-4 -8.E-4 8.4E-5  1.97611 18.8342 18.6740  .00407 -5.5E-4 -6.E-6 3385
 -1.3578 15.2782 20.1967 -.37633  .03559 BMN19685A.2 5.3E-4 2.0E-4 -8.E-4 8.4E-5 1.97611 18.8342 18.6740 .00407 -5.5E-4 -6.E-6 3386
 -1.7276 21.4935 20.2144 -.28300  .05749  SPCB.255 9.4E-4 2.0E-4 -7.E-4 8.3E-5  1.45159 11.9306 18.6955  .00275 -6.1E-4 -6.E-6 3387
 -1.7276 21.4935 20.2144 -.28300  .05749 BMN19685A.3 9.4E-4 2.0E-4 -7.E-4 8.3E-5 1.45159 11.9306 18.6955 .00275 -6.1E-4 -6.E-6 3388
 -2.0941 29.1922 20.2272 -.14560  .07936  SPCBE.85  .0014 2.0E-4 -5.E-4 8.3E-5   .92707 7.13984 18.7305  .00109 -6.7E-4 -6.E-6 3389
 -2.0941 29.1922 20.2272 -.14560  .07936 BMN19685B.2 .0014 2.0E-4 -5.E-4 8.3E-5  .92707 7.13984 18.7305  .00109 -6.7E-4 -6.E-6 3390
 -2.0992 29.1922 20.2272 -.14560  .07933  LL4358    .0014 2.0E-4 -5.E-4 8.3E-5   .92830 7.13984 18.7305  .00109 -6.7E-4 -6.E-6 3391
 -2.1684 30.7884 20.2292 -.11601  .07933  ZSH19685  .0014 2.0E-4 -5.E-4 8.3E-5   .83078 6.48194 18.7392 8.12E-4 -6.7E-4 -6.E-6 3392
 -2.1759 30.9643 20.2294 -.11280  .07933  MOV.169   .0014 2.0E-4 -5.E-4 8.3E-5   .82022 6.41507 18.7402 7.82E-4 -6.7E-4 -6.E-6 3393
 -2.2055 31.6632 20.2302 -.10018  .07933  LL4365    .0015 2.0E-4 -5.E-4 8.3E-5   .77863 6.16006 18.7443 6.62E-4 -6.7E-4 -6.E-6 3394
 -2.2561 32.8837 20.2316 -.07854  .07933 QFN19643B.1 .0015 2.0E-4 -4.E-4 8.3E-5  .70730 5.75358 18.7516 4.56E-4 -6.7E-4 -6.E-6 3395
 -2.2569 32.8837 20.2316 -.07854  .07933  SPCQ.196  .0015 2.0E-4 -4.E-4 8.3E-5   .70743 5.75358 18.7516 4.56E-4 -6.7E-4 -6.E-6 3396
 -2.2569 32.8837 20.2316 -.07854  .07933 QFN19643A  .0015 2.0E-4 -4.E-4 8.3E-5   .70743 5.75358 18.7516 4.56E-4 -6.7E-4 -6.E-6 3397
 2.94735 31.6632 20.2392  .05383  .08135 SPCQE.196  .0016 -6.E-5 -4.E-4 1.6E-5  -.47659 5.41035 18.8003 -6.9E-4 -6.9E-4 -6.E-6 3398
 2.94735 31.6632 20.2392  .05383  .08135 QFN19643B.2 .0016 -6.E-5 -4.E-4 1.6E-5 -.47659 5.41035 18.8003 -6.9E-4 -6.9E-4 -6.E-6 3399
 2.94735 31.6632 20.2392  .05383  .08135 MKQCTR.196 .0016 -6.E-5 -4.E-4 1.6E-5  -.47659 5.41035 18.8003 -6.9E-4 -6.9E-4 -6.E-6 3400
 2.94663 31.6632 20.2392  .05383  .08135  LL4375    .0016 -6.E-5 -4.E-4 1.6E-5  -.47647 5.41035 18.8003 -6.9E-4 -6.9E-4 -6.E-6 3401
 2.73332 27.7011 20.2430  .11062  .08135 BMN19786B.1 .0016 -6.E-5 -3.E-4 1.6E-5 -.63467 6.18542 18.8196 -.00118 -6.9E-4 -6.E-6 3402
 2.72855 27.7011 20.2430  .11062  .08137  SPCB.256  .0016 -6.E-5 -3.E-4 1.6E-5  -.63360 6.18542 18.8196 -.00118 -6.9E-4 -6.E-6 3403
 2.72855 27.7011 20.2430  .11062  .08137 BMN19786A.1 .0016 -6.E-5 -3.E-4 1.6E-5 -.63360 6.18542 18.8196 -.00118 -6.9E-4 -6.E-6 3404
 2.11869 17.9370 20.2574  .29655  .10314  SPCB.257  .0015 -6.E-5 -3.E-4 1.6E-5  -1.0899 9.65669 18.8615 -.00356 -8.2E-4 -6.E-6 3405
 2.11869 17.9370 20.2574  .29655  .10314 BMN19786A.2 .0015 -6.E-5 -3.E-4 1.6E-5 -1.0899 9.65669 18.8615 -.00356 -8.2E-4 -6.E-6 3406
 1.50480 10.6380 20.2807  .52629  .12486  SPCB.258  .0013 -6.E-5 -3.E-4 1.6E-5  -1.5462 14.9660 18.8883 -.00634 -9.3E-4 -6.E-6 3407
 1.50480 10.6380 20.2807  .52629  .12486 BMN19786A.3 .0013 -6.E-5 -3.E-4 1.6E-5 -1.5462 14.9660 18.8883 -.00634 -9.3E-4 -6.E-6 3408
  .88805 5.81799 20.3219  .79971  .14652  SPCBE.86  .0012 -6.E-5 -2.E-4 1.6E-5  -2.0025 22.1135 18.9060 -.00937 -.00103 -6.E-6 3409
  .88805 5.81799 20.3219  .79971  .14652 BMN19786B.2 .0012 -6.E-5 -2.E-4 1.6E-5 -2.0025 22.1135 18.9060 -.00937 -.00103 -6.E-6 3410
  .88705 5.81799 20.3219  .79971  .14666  LL4384    .0012 -7.E-5 -2.E-4 1.6E-5  -1.9987 22.1135 18.9060 -.00937 -.00103 -6.E-6 3411
  .77218 5.19744 20.3327  .85458  .14666  ZSV19785  .0012 -7.E-5 -2.E-4 1.6E-5  -2.0832 23.6402 18.9086 -.00976 -.00103 -6.E-6 3412
  .75975 5.13540 20.3339  .86053  .14666  MOV.170   .0012 -7.E-5 -2.E-4 1.6E-5  -2.0924 23.8093 18.9089 -.00980 -.00103 -6.E-6 3413
  .71076 4.90085 20.3390  .88393  .14666  LL4391    .0012 -7.E-5 -2.E-4 1.6E-5  -2.1284 24.4825 18.9099 -.00997 -.00103 -6.E-6 3414
  .62639 4.53353 20.3483  .92423  .14666 QDN19743B.1 .0011 -7.E-5 -2.E-4 1.6E-5 -2.1905 25.6689 18.9117 -.01026 -.00103 -6.E-6 3415
  .62646 4.53353 20.3483  .92423  .14664  SPCQ.197  .0011 -7.E-5 -2.E-4 1.6E-5  -2.1908 25.6689 18.9117 -.01026 -.00103 -6.E-6 3416
  .62646 4.53353 20.3483  .92423  .14664 QDN19743A  .0011 -7.E-5 -2.E-4 1.6E-5  -2.1908 25.6689 18.9117 -.01026 -.00103 -6.E-6 3417
 -.67945 4.62412 20.4213 1.39294  .35893 SPCQE.197  .0012 1.6E-4 -2.E-4 5.5E-5  2.63010 24.7115 18.9230 -.01038 9.78E-4 -7.E-6 3418
 -.67945 4.62412 20.4213 1.39294  .35893 QDN19743B.2 .0012 1.6E-4 -2.E-4 5.5E-5 2.63010 24.7115 18.9230 -.01038 9.78E-4 -7.E-6 3419
 -.67945 4.62412 20.4213 1.39294  .35893 MKQCTR.197 .0012 1.6E-4 -2.E-4 5.5E-5  2.63010 24.7115 18.9230 -.01038 9.78E-4 -7.E-6 3420
 -.67939 4.62412 20.4213 1.39294  .35891  LL4401    .0012 1.6E-4 -2.E-4 5.5E-5  2.62975 24.7115 18.9230 -.01038 9.78E-4 -7.E-6 3421
 -.81362 5.25820 20.4350 1.54531  .35891 SDA19822B.1 .0013 1.6E-4 -1.E-4 5.5E-5 2.49371 22.5356 18.9259 -.00998 9.78E-4 -7.E-6 3422
 -.81362 5.25820 20.4350 1.54531  .35891 SDA19822A  .0013 1.6E-4 -1.E-4 5.5E-5  2.49371 22.5356 18.9259 -.00998 9.78E-4 -7.E-6 3423
 -1.0384 6.55443 20.4540 1.79674  .35984 SDA19822B.2 .0014 1.6E-4 -1.E-4 5.5E-5 2.28013 19.1935 18.9313 -.00934 9.84E-4 -9.E-6 3424
 -1.0384 6.55443 20.4540 1.79674  .35984  SPCA.51   .0014 1.6E-4 -1.E-4 5.5E-5  2.28013 19.1935 18.9313 -.00934 9.84E-4 -9.E-6 3425
 -1.0384 6.55443 20.4540 1.79674  .35984  LL0.139   .0014 1.6E-4 -1.E-4 5.5E-5  2.28013 19.1935 18.9313 -.00934 9.84E-4 -9.E-6 3426
 -1.5458 10.6893 20.4846 2.37223  .35984  SPC.132   .0017 1.6E-4 -1.E-5 5.5E-5  1.76337 12.7239 18.9476 -.00785 9.84E-4 -9.E-6 3427
 -1.5458 10.6893 20.4846 2.37223  .35984  LL4409    .0017 1.6E-4 -1.E-5 5.5E-5  1.76337 12.7239 18.9476 -.00785 9.84E-4 -9.E-6 3428
 -1.7234 12.5202 20.4923 2.57365  .35984  ZSH19886  .0017 1.6E-4 1.9E-5 5.5E-5  1.58251 10.8502 18.9552 -.00733 9.84E-4 -9.E-6 3429
 -1.7362 12.6603 20.4928 2.58822  .35984  MOV.171   .0018 1.6E-4 2.1E-5 5.5E-5  1.56943 10.7226 18.9558 -.00729 9.84E-4 -9.E-6 3430
 -1.7868 13.2222 20.4948 2.64559  .35984  LL4414    .0018 1.6E-4 3.0E-5 5.5E-5  1.51791 10.2302 18.9582 -.00714 9.84E-4 -9.E-6 3431
 -1.8717 14.2013 20.4979 2.74184  .35984 QFX19843B.1 .0018 1.6E-4 4.5E-5 5.5E-5 1.43149 9.44094 18.9625 -.00690 9.84E-4 -9.E-6 3432
   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
 -1.8715 14.2013 20.4979 2.74184  .35981  SPCQ.198  .0018 1.6E-4 4.5E-5 5.5E-5  1.43138 9.44094 18.9625 -.00690 9.84E-4 -9.E-6 3433
 -1.8715 14.2013 20.4979 2.74184  .35981 QFX19843A  .0018 1.6E-4 4.5E-5 5.5E-5  1.43138 9.44094 18.9625 -.00690 9.84E-4 -9.E-6 3434
  .05273 16.7642 20.5112 2.96660 -.02555 SPCQE.198  .0019 -9.E-5 1.3E-4 7.0E-5   .07684 7.55328 18.9883 -.00626 1.21E-4 -9.E-6 3435
  .05273 16.7642 20.5112 2.96660 -.02555 QFX19843B.2 .0019 -9.E-5 1.3E-4 7.0E-5  .07684 7.55328 18.9883 -.00626 1.21E-4 -9.E-6 3436
  .05273 16.7642 20.5112 2.96660 -.02555 MKQCTR.198 .0019 -9.E-5 1.3E-4 7.0E-5   .07684 7.55328 18.9883 -.00626 1.21E-4 -9.E-6 3437
  .05292 16.7642 20.5112 2.96660 -.02558  LL4424    .0019 -9.E-5 1.3E-4 7.0E-5   .07675 7.55328 18.9883 -.00626 1.21E-4 -9.E-6 3438
  .02794 16.7304 20.5152 2.95596 -.02558 SFA19922B.1 .0018 -9.E-5 1.6E-4 7.0E-5  .02114 7.51240 18.9972 -.00623 1.21E-4 -9.E-6 3439
  .02796 16.7304 20.5152 2.95596 -.02559 SFA19922A  .0018 -9.E-5 1.6E-4 7.0E-5   .02114 7.51240 18.9972 -.00623 1.21E-4 -9.E-6 3440
  .00214 16.7092 20.5218 2.93711 -.02842 SFA19922B.2 .0018 -9.E-5 2.0E-4 7.0E-5 -.07933 7.55316 19.0120 -.00620 1.15E-4 -1.E-5 3441
  .00216 16.7092 20.5218 2.93711 -.02842  LL4432    .0018 -9.E-5 2.0E-4 7.0E-5  -.07933 7.55316 19.0120 -.00620 1.15E-4 -1.E-5 3442
 -.02284 16.7179 20.5258 2.92528 -.02842 QFX19944B.1 .0017 -9.E-5 2.3E-4 7.0E-5 -.13497 7.64265 19.0207 -.00618 1.15E-4 -1.E-5 3443
 -.02303 16.7179 20.5258 2.92528 -.02839  SPCQ.199  .0017 -9.E-5 2.3E-4 7.0E-5  -.13488 7.64265 19.0207 -.00618 1.15E-4 -1.E-5 3444
 -.02303 16.7179 20.5258 2.92528 -.02839 QFX19944A  .0017 -9.E-5 2.3E-4 7.0E-5  -.13488 7.64265 19.0207 -.00618 1.15E-4 -1.E-5 3445
 1.88588 14.0929 20.5392 2.63492 -.40374 SPCQE.199  .0015 -3.E-4 3.6E-4 1.2E-4  -1.5245 9.71954 19.0460 -.00670 -7.3E-4 -1.E-5 3446
 1.88588 14.0929 20.5392 2.63492 -.40374 QFX19944B.2 .0015 -3.E-4 3.6E-4 1.2E-4 -1.5245 9.71954 19.0460 -.00670 -7.3E-4 -1.E-5 3447
 1.88588 14.0929 20.5392 2.63492 -.40374 MKQCTR.199 .0015 -3.E-4 3.6E-4 1.2E-4  -1.5245 9.71954 19.0460 -.00670 -7.3E-4 -1.E-5 3448
 1.88571 14.0929 20.5392 2.63492 -.40370  LL0.140   .0015 -3.E-4 3.6E-4 1.2E-4  -1.5244 9.71954 19.0460 -.00670 -7.3E-4 -1.E-5 3449
 1.36847 8.88627 20.5620 1.98947 -.40371  SPC.133  9.7E-4 -3.E-4 5.4E-4 1.2E-4  -2.0715 15.4731 19.0668 -.00806 -7.3E-4 -1.E-5 3450
 1.36847 8.88627 20.5620 1.98947 -.40371  LL4441   9.7E-4 -3.E-4 5.4E-4 1.2E-4  -2.0715 15.4731 19.0668 -.00806 -7.3E-4 -1.E-5 3451
 1.14295 7.13430 20.5760 1.70806 -.40371 SDB20022B.1 7.7E-4 -3.E-4 6.2E-4 1.2E-4 -2.3101 18.5298 19.0734 -.00864 -7.3E-4 -1.E-5 3452
 1.14295 7.13430 20.5760 1.70806 -.40370 SDB20022A 7.7E-4 -3.E-4 6.2E-4 1.2E-4  -2.3101 18.5298 19.0734 -.00864 -7.3E-4 -1.E-5 3453
 .91521 5.69373 20.5935 1.42583 -.40330 SDB20022B.2 5.5E-4 -3.E-4 7.0E-4 1.2E-4 -2.5438 21.9274 19.0789 -.00924 -7.3E-4 -2.E-5 3454
  .91521 5.69373 20.5935 1.42583 -.40330  LL4449   5.5E-4 -3.E-4 7.0E-4 1.2E-4  -2.5438 21.9274 19.0789 -.00924 -7.3E-4 -2.E-5 3455
  .82484 5.20651 20.6017 1.31299 -.40330  ZSV20086 4.7E-4 -3.E-4 7.4E-4 1.2E-4  -2.6392 23.3787 19.0809 -.00947 -7.3E-4 -2.E-5 3456
  .81177 5.14023 20.6029 1.29667 -.40330  MOV.172  4.6E-4 -3.E-4 7.4E-4 1.2E-4  -2.6530 23.5930 19.0812 -.00951 -7.3E-4 -2.E-5 3457
  .76030 4.88948 20.6080 1.23239 -.40330  LL4454   4.1E-4 -3.E-4 7.6E-4 1.2E-4  -2.7074 24.4480 19.0822 -.00964 -7.3E-4 -2.E-5 3458
 .67164 4.49613 20.6173 1.12169 -.40330 QDN20044B.1 3.3E-4 -3.E-4 7.9E-4 1.2E-4 -2.8010 25.9612 19.0840 -.00987 -7.3E-4 -2.E-5 3459
  .67153 4.49613 20.6173 1.12169 -.40327  SPCQ.200 3.3E-4 -3.E-4 7.9E-4 1.2E-4  -2.8003 25.9612 19.0840 -.00987 -7.3E-4 -2.E-5 3460
  .67153 4.49613 20.6173 1.12169 -.40327 QDN20044A 3.3E-4 -3.E-4 7.9E-4 1.2E-4  -2.8003 25.9612 19.0840 -.00987 -7.3E-4 -2.E-5 3461
 -.62633 4.41887 20.6924  .51323 -.25350 SPCQE.200 -2.E-4 -3.E-4 8.5E-4 -6.E-5  2.28224 27.0905 19.0948 -.00950  .00116 -2.E-5 3462
 -.62633 4.41887 20.6924  .51323 -.25350 QDN20044B.2 -2.E-4 -3.E-4 8.5E-4 -6.E-5 2.28224 27.0905 19.0948 -.00950 .00116 -2.E-5 3463
 -.62633 4.41887 20.6924  .51323 -.25350 MKQCTR.200 -2.E-4 -3.E-4 8.5E-4 -6.E-5 2.28224 27.0905 19.0948 -.00950  .00116 -2.E-5 3464
 -.62644 4.41887 20.6924  .51323 -.25348  LL4464   -2.E-4 -3.E-4 8.5E-4 -6.E-5  2.28291 27.0905 19.0948 -.00950  .00116 -2.E-5 3465
 -.84660 5.44808 20.7152  .33633 -.25348 BMN20187B.1 -4.E-4 -3.E-4 8.1E-4 -6.E-5 2.12270 24.0123 19.0991 -.00865 .00116 -2.E-5 3466
 -.84752 5.44808 20.7152  .33633 -.25343  SPCB.259 -4.E-4 -3.E-4 8.1E-4 -6.E-5  2.12674 24.0123 19.0991 -.00865  .00116 -2.E-5 3467
 -.84752 5.44808 20.7152  .33633 -.25343 BMN20187A.1 -4.E-4 -3.E-4 8.1E-4 -6.E-5 2.12674 24.0123 19.0991 -.00865 .00116 -2.E-5 3468
