   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
 1.82944 13.8119 3.35668 2.75001 -.35990 QFX03406B.2 -.0013 6.6E-5 2.7E-6 -2.E-5 -1.4297 9.49636 3.09625 2.60E-4 6.88E-4 -1.E-5 588
 1.82944 13.8119 3.35668 2.75001 -.35990 MKQCTR.34 -.0013 6.6E-5 2.7E-6 -2.E-5  -1.4297 9.49636 3.09625 2.60E-4 6.88E-4 -1.E-5  589
 1.82966 13.8119 3.35668 2.75001 -.35995  LL0.37   -.0013 6.6E-5 2.7E-6 -2.E-5  -1.4299 9.49636 3.09625 2.60E-4 6.88E-4 -1.E-5  590
 1.32602 8.76284 3.37991 2.17398 -.35995  SPC.33   -.0012 6.6E-5 -2.E-5 -2.E-5  -1.9429 14.8928 3.11772  .00139 6.88E-4 -1.E-5  591
 1.32602 8.76284 3.37991 2.17398 -.35995  LL730    -.0012 6.6E-5 -2.E-5 -2.E-5  -1.9429 14.8928 3.11772  .00139 6.88E-4 -1.E-5  592
 1.10643 7.06596 3.39403 1.92284 -.35995 SDB03503B.1 -.0012 6.6E-5 -4.E-5 -2.E-5 -2.1665 17.7596 3.12455 .00188 6.88E-4 -1.E-5  593
 1.10643 7.06596 3.39403 1.92284 -.35995 SDB03503A -.0012 6.6E-5 -4.E-5 -2.E-5  -2.1665 17.7596 3.12455  .00188 6.88E-4 -1.E-5  594
   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
  .88893 5.66900 3.41167 1.67049 -.36086 SDB03503B.2 -.0011 6.6E-5 -5.E-5 -2.E-5 -2.4015 20.9570 3.13033 .00237 6.89E-4 -1.E-5  595
  .88893 5.66900 3.41167 1.67049 -.36086  LL738    -.0011 6.6E-5 -5.E-5 -2.E-5  -2.4015 20.9570 3.13033  .00237 6.89E-4 -1.E-5  596
  .80051 5.19596 3.41989 1.56944 -.36086  ZSV03515 -.0011 6.6E-5 -5.E-5 -2.E-5  -2.4920 22.3272 3.13239  .00257 6.89E-4 -1.E-5  597
  .78772 5.13164 3.42114 1.55482 -.36086  MOV.30   -.0011 6.6E-5 -5.E-5 -2.E-5  -2.5050 22.5296 3.13268  .00260 6.89E-4 -1.E-5  598
  .73735 4.88839 3.42620 1.49725 -.36086  LL743    -.0011 6.6E-5 -5.E-5 -2.E-5  -2.5566 23.3369 3.13378  .00271 6.89E-4 -1.E-5  599
  .65061 4.50711 3.43552 1.39810 -.36086 QDN03506B.1 -.0011 6.6E-5 -6.E-5 -2.E-5 -2.6453 24.7659 3.13560 .00290 6.89E-4 -1.E-5  600
  .65062 4.50711 3.43552 1.39810 -.36086  SPCQ.35  -.0011 6.6E-5 -6.E-5 -2.E-5  -2.6453 24.7659 3.13560  .00290 6.89E-4 -1.E-5  601
  .65062 4.50711 3.43552 1.39810 -.36086 QDN03506A -.0011 6.6E-5 -6.E-5 -2.E-5  -2.6453 24.7659 3.13560  .00290 6.89E-4 -1.E-5  602
 -.65019 4.50638 3.50976  .92639 -.14792  SPCQE.35 -.0011 -1.E-4 -8.E-5 -7.E-6  2.18952 25.7594 3.14695  .00366 5.10E-5 -1.E-5  603
 -.65019 4.50638 3.50976  .92639 -.14792 QDN03506B.2 -.0011 -1.E-4 -8.E-5 -7.E-6 2.18952 25.7594 3.14695 .00366 5.10E-5 -1.E-5  604
 -.65019 4.50638 3.50976  .92639 -.14792 MKQCTR.35 -.0011 -1.E-4 -8.E-5 -7.E-6  2.18952 25.7594 3.14695  .00366 5.10E-5 -1.E-5  605
 -.65018 4.50638 3.50976  .92639 -.14792  LL753    -.0011 -1.E-4 -8.E-5 -7.E-6  2.18947 25.7594 3.14695  .00366 5.10E-5 -1.E-5  606
 -.87077 5.56906 3.53203  .82313 -.14792 BMN03611B.1 -.0012 -1.E-4 -9.E-5 -7.E-6 2.03232 22.8096 3.15153 .00370 5.10E-5 -1.E-5  607
 -.87165 5.56906 3.53203  .82313 -.14779  SPCB.31  -.0012 -1.E-4 -9.E-5 -7.E-6  2.03593 22.8096 3.15153  .00370 5.04E-5 -1.E-5  608
 -.87165 5.56906 3.53203  .82313 -.14779 BMN03611A.1 -.0012 -1.E-4 -9.E-5 -7.E-6 2.03593 22.8096 3.15153 .00370 5.04E-5 -1.E-5  609
 -1.5057 10.3576 3.57474  .54756 -.12614  SPCB.32  -.0015 -1.E-4 -1.E-4 -7.E-6  1.58166 15.5240 3.16860  .00430 -6.4E-5 -1.E-5  610
 -1.5057 10.3576 3.57474  .54756 -.12614 BMN03611A.2 -.0015 -1.E-4 -1.E-4 -7.E-6 1.58166 15.5240 3.16860 .00430 -6.4E-5 -1.E-5  611
 -2.1368 17.6948 3.59850  .31566 -.10442  SPCB.33  -.0018 -1.E-4 -1.E-4 -7.E-6  1.12738 10.0682 3.19435  .00435 -1.9E-4 -1.E-5  612
 -2.1368 17.6948 3.59850  .31566 -.10442 BMN03611A.3 -.0018 -1.E-4 -1.E-4 -7.E-6 1.12738 10.0682 3.19435 .00435 -1.9E-4 -1.E-5  613
 -2.7640 27.5664 3.61303  .12755 -.08266  SPCBE.11 -.0021 -1.E-4 -1.E-4 -7.E-6   .67312 6.44216 3.23458  .00377 -3.3E-4 -1.E-5  614
 -2.7640 27.5664 3.61303  .12755 -.08266 BMN03611B.2 -.0021 -1.E-4 -1.E-4 -7.E-6 .67312 6.44216 3.23458  .00377 -3.3E-4 -1.E-5  615
 -2.7682 27.5664 3.61303  .12755 -.08264  LL762    -.0021 -1.E-4 -1.E-4 -7.E-6   .67411 6.44216 3.23458  .00377 -3.3E-4 -1.E-5  616
 -2.8858 29.6810 3.61512  .09670 -.08264  ZSH03616 -.0021 -1.E-4 -1.E-4 -7.E-6   .58968 5.96950 3.24418  .00365 -3.3E-4 -1.E-5  617
 -2.8985 29.9153 3.61533  .09336 -.08264  MOV.31   -.0021 -1.E-4 -1.E-4 -7.E-6   .58053 5.92211 3.24527  .00363 -3.3E-4 -1.E-5  618
 -2.9486 30.8479 3.61617  .08020 -.08264  LL769    -.0022 -1.E-4 -1.E-4 -7.E-6   .54452 5.74266 3.24962  .00358 -3.3E-4 -1.E-5  619
 -3.0346 32.4847 3.61754  .05763 -.08264 QFN03606B.1 -.0022 -1.E-4 -1.E-4 -7.E-6 .48277 5.46165 3.25740  .00349 -3.3E-4 -1.E-5  620
 -3.0340 32.4847 3.61754  .05763 -.08264  SPCQ.36  -.0022 -1.E-4 -1.E-4 -7.E-6   .48266 5.46165 3.25740  .00349 -3.3E-4 -1.E-5  621
 -3.0340 32.4847 3.61754  .05763 -.08264 QFN03606A -.0022 -1.E-4 -1.E-4 -7.E-6   .48266 5.46165 3.25740  .00349 -3.3E-4 -1.E-5  622
 2.30974 33.7650 3.62497 -.07737 -.08104  SPCQE.36 -.0021 2.1E-4 -2.E-4 -4.E-5  -.70560 5.79314 3.30574  .00342 2.05E-4 -2.E-5  623
 2.30974 33.7650 3.62497 -.07737 -.08104 QFN03606B.2 -.0021 2.1E-4 -2.E-4 -4.E-5 -.70560 5.79314 3.30574 .00342 2.05E-4 -2.E-5  624
 2.30974 33.7650 3.62497 -.07737 -.08104 MKQCTR.36 -.0021 2.1E-4 -2.E-4 -4.E-5  -.70560 5.79314 3.30574  .00342 2.05E-4 -2.E-5  625
 2.31039 33.7650 3.62497 -.07737 -.08103  LL779    -.0021 2.1E-4 -2.E-4 -4.E-5  -.70571 5.79314 3.30574  .00342 2.05E-4 -2.E-5  626
 2.17945 30.6332 3.62842 -.13404 -.08103 BMN03712B.1 -.0020 2.1E-4 -2.E-4 -4.E-5 -.88609 6.90350 3.32333 .00359 2.05E-4 -2.E-5  627
 2.17446 30.6332 3.62842 -.13404 -.08106  SPCB.34  -.0020 2.1E-4 -2.E-4 -4.E-5  -.88497 6.90350 3.32333  .00359 2.05E-4 -2.E-5  628
 2.17446 30.6332 3.62842 -.13404 -.08106 BMN03712A.1 -.0020 2.1E-4 -2.E-4 -4.E-5 -.88497 6.90350 3.32333 .00359 2.05E-4 -2.E-5  629
 1.80315 22.6214 3.64061 -.27569 -.05919  SPCB.35  -.0016 2.1E-4 -3.E-4 -4.E-5  -1.4051 11.5156 3.35959  .00277 -5.8E-6 -2.E-5  630
 1.80315 22.6214 3.64061 -.27569 -.05919 BMN03712A.2 -.0016 2.1E-4 -3.E-4 -4.E-5 -1.4051 11.5156 3.35959 .00277 -5.8E-6 -2.E-5  631
 1.42840 16.1123 3.65743 -.37327 -.03730  SPCB.36  -.0012 2.1E-4 -3.E-4 -4.E-5  -1.9253 18.2231 3.38179  .00139 -1.7E-4 -2.E-5  632
 1.42840 16.1123 3.65743 -.37327 -.03730 BMN03712A.3 -.0012 2.1E-4 -3.E-4 -4.E-5 -1.9253 18.2231 3.38179 .00139 -1.7E-4 -2.E-5  633
 1.05094 11.1183 3.68147 -.42674 -.01538  SPCBE.12 -7.E-4 2.1E-4 -4.E-4 -4.E-5  -2.4456 27.0260 3.39625 -2.7E-4 -2.9E-4 -2.E-5  634
 1.05094 11.1183 3.68147 -.42674 -.01538 BMN03712B.2 -7.E-4 2.1E-4 -4.E-4 -4.E-5 -2.4456 27.0260 3.39625 -2.7E-4 -2.9E-4 -2.E-5 635
 1.04909 11.1183 3.68147 -.42674 -.01545  LL788    -7.E-4 2.0E-4 -4.E-4 -4.E-5  -2.4411 27.0260 3.39625 -2.7E-4 -2.9E-4 -2.E-5  636
  .97843 10.3600 3.68701 -.43259 -.01545  ZSV03716 -7.E-4 2.0E-4 -4.E-4 -4.E-5  -2.5374 28.8880 3.39838 -3.6E-4 -2.9E-4 -2.E-5  637
  .97078 10.2810 3.68764 -.43323 -.01545  MOV.32   -7.E-4 2.0E-4 -4.E-4 -4.E-5  -2.5478 29.0939 3.39860 -3.7E-4 -2.9E-4 -2.E-5  638
  .94064 9.97620 3.69015 -.43573 -.01545  LL795    -6.E-4 2.0E-4 -4.E-4 -4.E-5  -2.5889 29.9132 3.39947 -4.2E-4 -2.9E-4 -2.E-5  639
  .88889 9.47509 3.69463 -.44001 -.01545 QDX03704B.1 -6.E-4 2.0E-4 -4.E-4 -4.E-5 -2.6594 31.3507 3.40089 -4.8E-4 -2.9E-4 -2.E-5 640
  .88882 9.47509 3.69463 -.44001 -.01546  SPCQ.37  -6.E-4 2.0E-4 -4.E-4 -4.E-5  -2.6591 31.3507 3.40089 -4.8E-4 -2.9E-4 -2.E-5  641
  .88882 9.47509 3.69463 -.44001 -.01546 QDX03704A -6.E-4 2.0E-4 -4.E-4 -4.E-5  -2.6591 31.3507 3.40089 -4.8E-4 -2.9E-4 -2.E-5  642
 -.86286 9.43450 3.72503 -.53323 -.09575  SPCQE.37 -3.E-4 1.3E-4 -4.E-4 4.0E-5  2.70528 31.2631 3.40919 -9.0E-4 -1.8E-4 -2.E-5  643
 -.86286 9.43450 3.72503 -.53323 -.09575 QDX03704B.2 -3.E-4 1.3E-4 -4.E-4 4.0E-5 2.70528 31.2631 3.40919 -9.0E-4 -1.8E-4 -2.E-5 644
 -.86286 9.43450 3.72503 -.53323 -.09575 MKQCTR.37 -3.E-4 1.3E-4 -4.E-4 4.0E-5  2.70528 31.2631 3.40919 -9.0E-4 -1.8E-4 -2.E-5  645
 -.86293 9.43450 3.72503 -.53323 -.09576  LL805    -3.E-4 1.3E-4 -4.E-4 4.0E-5  2.70553 31.2631 3.40919 -9.0E-4 -1.8E-4 -2.E-5  646
 -.99199 10.7290 3.73608 -.60014 -.09576 BMN03813B.1 -2.E-4 1.3E-4 -4.E-4 4.0E-5 2.51980 27.6164 3.41297 -.00105 -1.8E-4 -2.E-5 647
 -.99400 10.7290 3.73608 -.60014 -.09587  SPCB.37  -2.E-4 1.2E-4 -4.E-4 4.0E-5  2.52497 27.6164 3.41297 -.00105 -1.8E-4 -2.E-5  648
 -.99400 10.7290 3.73608 -.60014 -.09587 BMN03813A.1 -2.E-4 1.2E-4 -4.E-4 4.0E-5 2.52497 27.6164 3.41297 -.00105 -1.8E-4 -2.E-5 649
 -1.3635 15.4780 3.76106 -.77133 -.07389  SPCB.38  2.7E-5 1.2E-4 -3.E-4 4.1E-5  1.98709 18.5290 3.42716 -.00195 -7.7E-5 -2.E-5  650
 -1.3635 15.4780 3.76106 -.77133 -.07389 BMN03813A.2 2.7E-5 1.2E-4 -3.E-4 4.1E-5 1.98709 18.5290 3.42716 -.00195 -7.7E-5 -2.E-5 651
 -1.7305 21.7107 3.77858 -.89822 -.05187  SPCB.39  2.6E-4 1.2E-4 -2.E-4 4.2E-5  1.44921 11.6082 3.44908 -.00233 2.54E-5 -2.E-5  652
 -1.7305 21.7107 3.77858 -.89822 -.05187 BMN03813A.3 2.6E-4 1.2E-4 -2.E-4 4.2E-5 1.44921 11.6082 3.44908 -.00233 2.54E-5 -2.E-5 653
 -2.0942 29.4153 3.79127 -.98074 -.02983  SPCBE.13 5.0E-4 1.2E-4 -2.E-4 4.2E-5   .91133 6.85403 3.48533 -.00215 1.31E-4 -2.E-5  654
 -2.0942 29.4153 3.79127 -.98074 -.02983 BMN03813B.2 5.0E-4 1.2E-4 -2.E-4 4.2E-5 .91133 6.85403 3.48533 -.00215 1.31E-4 -2.E-5  655
 -2.0998 29.4153 3.79127 -.98074 -.03002  LL814    5.0E-4 1.1E-4 -2.E-4 4.3E-5   .91263 6.85403 3.48533 -.00215 1.31E-4 -2.E-5  656
 -2.1686 31.0117 3.79324 -.99201 -.03002  ZSH03817 5.4E-4 1.1E-4 -1.E-4 4.3E-5   .81262 6.20878 3.49446 -.00211 1.31E-4 -2.E-5  657
 -2.1760 31.1876 3.79345 -.99323 -.03002  MOV.33   5.5E-4 1.1E-4 -1.E-4 4.3E-5   .80179 6.14340 3.49550 -.00211 1.31E-4 -2.E-5  658
 -2.2054 31.8865 3.79426 -.99804 -.03002  LL821    5.7E-4 1.1E-4 -1.E-4 4.3E-5   .75913 5.89443 3.49972 -.00210 1.31E-4 -2.E-5  659
 -2.2557 33.1068 3.79560 -1.0062 -.03002 QFN03807B.1 6.0E-4 1.1E-4 -1.E-4 4.3E-5 .68598 5.49912 3.50737 -.00207 1.31E-4 -2.E-5  660
   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
 -2.2550 33.1068 3.79560 -1.0062 -.03000  SPCQ.38  6.0E-4 1.1E-4 -1.E-4 4.3E-5   .68587 5.49912 3.50737 -.00207 1.31E-4 -2.E-5  661
 -2.2550 33.1068 3.79560 -1.0062 -.03000 QFN03807A 6.0E-4 1.1E-4 -1.E-4 4.3E-5   .68587 5.49912 3.50737 -.00207 1.31E-4 -2.E-5  662
 2.98016 31.8250 3.80318 -.92601  .12746  SPCQE.38 6.8E-4 -7.E-6 -7.E-5 3.0E-5  -.47486 5.18537 3.55838 -.00218 -2.0E-4 -2.E-5  663
 2.98016 31.8250 3.80318 -.92601  .12746 QFN03807B.2 6.8E-4 -7.E-6 -7.E-5 3.0E-5 -.47486 5.18537 3.55838 -.00218 -2.0E-4 -2.E-5 664
 2.98016 31.8250 3.80318 -.92601  .12746 MKQCTR.38 6.8E-4 -7.E-6 -7.E-5 3.0E-5  -.47486 5.18537 3.55838 -.00218 -2.0E-4 -2.E-5  665
 2.98080 31.8250 3.80318 -.92601  .12748  LL831    6.8E-4 -7.E-6 -7.E-5 3.0E-5  -.47496 5.18537 3.55838 -.00218 -2.0E-4 -2.E-5  666
 2.76413 27.8176 3.80691 -.83709  .12748 BMN03914B.1 6.8E-4 -7.E-6 -5.E-5 3.0E-5 -.63983 5.96300 3.57840 -.00234 -2.0E-4 -2.E-5 667
 2.75944 27.8176 3.80691 -.83709  .12733  SPCB.40  6.8E-4 -5.E-7 -5.E-5 3.0E-5  -.63883 5.96300 3.57840 -.00234 -2.0E-4 -2.E-5  668
 2.75944 27.8176 3.80691 -.83709  .12733 BMN03914A.1 6.8E-4 -5.E-7 -5.E-5 3.0E-5 -.63883 5.96300 3.57840 -.00234 -2.0E-4 -2.E-5 669
 2.13989 17.9487 3.82127 -.55848  .14932  SPCB.41  6.8E-4 -6.E-7 9.7E-6 2.9E-5  -1.1144 9.49406 3.62153 -.00168 -3.6E-5 -2.E-5  670
 2.13989 17.9487 3.82127 -.55848  .14932 BMN03914A.2 6.8E-4 -6.E-7 9.7E-6 2.9E-5 -1.1144 9.49406 3.62153 -.00168 -3.6E-5 -2.E-5 671
 1.51626 10.5840 3.84461 -.23568  .17123  SPCB.42  6.7E-4 -8.E-7 6.8E-5 2.9E-5  -1.5900 14.9408 3.64857 -5.9E-4 9.24E-5 -2.E-5  672
 1.51626 10.5840 3.84461 -.23568  .17123 BMN03914A.3 6.7E-4 -8.E-7 6.8E-5 2.9E-5 -1.5900 14.9408 3.64857 -5.9E-4 9.24E-5 -2.E-5 673
  .88975 5.73756 3.88621  .13118  .19306  SPCBE.14 6.7E-4 -1.E-6 1.3E-4 2.9E-5  -2.0655 22.3032 3.66616 7.26E-4 1.85E-4 -2.E-5  674
  .88975 5.73756 3.88621  .13118  .19306 BMN03914B.2 6.7E-4 -1.E-6 1.3E-4 2.9E-5 -2.0655 22.3032 3.66616 7.26E-4 1.85E-4 -2.E-5 675
  .88878 5.73756 3.88621  .13118  .19308  LL840    6.7E-4 5.2E-6 1.3E-4 2.9E-5  -2.0618 22.3032 3.66616 7.26E-4 1.85E-4 -2.E-5  676
  .77211 5.11639 3.89721  .20339  .19308  ZSV03917 6.7E-4 5.2E-6 1.4E-4 2.9E-5  -2.1498 23.8784 3.66874 7.84E-4 1.85E-4 -2.E-5  677
  .75947 5.05436 3.89847  .21121  .19308  MOV.34   6.7E-4 5.2E-6 1.4E-4 2.9E-5  -2.1594 24.0529 3.66901 7.91E-4 1.85E-4 -2.E-5  678
  .70971 4.82002 3.90362  .24200  .19308  LL847    6.8E-4 5.2E-6 1.4E-4 2.9E-5  -2.1969 24.7477 3.67005 8.16E-4 1.85E-4 -2.E-5  679
  .62402 4.45365 3.91306  .29504  .19308 QDN03907B.1 6.8E-4 5.2E-6 1.5E-4 2.9E-5 -2.2616 25.9725 3.67178 8.59E-4 1.85E-4 -2.E-5 680
  .62397 4.45365 3.91306  .29504  .19308  SPCQ.39  6.8E-4 5.2E-6 1.5E-4 2.9E-5  -2.2614 25.9725 3.67178 8.59E-4 1.85E-4 -2.E-5  681
  .62397 4.45365 3.91306  .29504  .19308 QDN03907A 6.8E-4 5.2E-6 1.5E-4 2.9E-5  -2.2614 25.9725 3.67178 8.59E-4 1.85E-4 -2.E-5  682
 -.67655 4.54351 3.98744  .74099  .28800  SPCQE.39 8.1E-4 1.4E-4 1.7E-4 -5.E-6  2.63500 25.1582 3.68299  .00102 3.44E-6 -2.E-5  683
 -.67655 4.54351 3.98744  .74099  .28800 QDN03907B.2 8.1E-4 1.4E-4 1.7E-4 -5.E-6 2.63500 25.1582 3.68299 .00102 3.44E-6 -2.E-5  684
 -.67655 4.54351 3.98744  .74099  .28800 MKQCTR.39 8.1E-4 1.4E-4 1.7E-4 -5.E-6  2.63500 25.1582 3.68299  .00102 3.44E-6 -2.E-5  685
 -.67659 4.54351 3.98744  .74099  .28801  LL857    8.1E-4 1.4E-4 1.7E-4 -5.E-6  2.63524 25.1582 3.68299  .00102 3.43E-6 -2.E-5  686
 -.81286 5.17608 4.00140  .86325  .28801 SDA04004B.1 8.7E-4 1.4E-4 1.7E-4 -5.E-6 2.50113 22.9767 3.68580 .00102 3.41E-6 -2.E-5  687
 -.81285 5.17608 4.00140  .86325  .28801 SDA04004A 8.7E-4 1.4E-4 1.7E-4 -5.E-6  2.50112 22.9767 3.68580  .00102 3.41E-6 -2.E-5  688
 -1.0400 6.47292 4.02069 1.06488  .28840 SDA04004B.2 9.7E-4 1.4E-4 1.7E-4 -5.E-6 2.28799 19.6241 3.69104 .00103 2.95E-6 -2.E-5  689
 -1.0400 6.47292 4.02069 1.06488  .28840  SPCA.15  9.7E-4 1.4E-4 1.7E-4 -5.E-6  2.28799 19.6241 3.69104  .00103 2.95E-6 -2.E-5  690
 -1.0400 6.47292 4.02069 1.06488  .28840  LL0.38   9.7E-4 1.4E-4 1.7E-4 -5.E-6  2.28799 19.6241 3.69104  .00103 2.95E-6 -2.E-5  691
 -1.5546 10.6243 4.05159 1.52609  .28840  SPC.34    .0012 1.4E-4 1.6E-4 -5.E-6  1.77964 13.1159 3.70694  .00104 2.85E-6 -2.E-5  692
 -1.5546 10.6243 4.05159 1.52609  .28840  LL865     .0012 1.4E-4 1.6E-4 -5.E-6  1.77964 13.1159 3.70694  .00104 2.85E-6 -2.E-5  693
 -1.7347 12.4663 4.05934 1.68752  .28840  ZSH04018  .0013 1.4E-4 1.6E-4 -5.E-6  1.60172 11.2223 3.71429  .00104 2.82E-6 -2.E-5  694
 -1.7477 12.6074 4.05986 1.69919  .28840  MOV.35    .0013 1.4E-4 1.6E-4 -5.E-6  1.58886 11.0931 3.71487  .00105 2.81E-6 -2.E-5  695
 -1.7990 13.1731 4.06183 1.74517  .28840  LL870     .0013 1.4E-4 1.6E-4 -5.E-6  1.53818 10.5944 3.71721  .00105 2.80E-6 -2.E-5  696
 -1.8850 14.1590 4.06495 1.82231  .28840 QFX04007B.1 .0013 1.4E-4 1.6E-4 -5.E-6 1.45316 9.79393 3.72139  .00105 2.79E-6 -2.E-5  697
 -1.8851 14.1590 4.06495 1.82231  .28840  SPCQ.40   .0013 1.4E-4 1.6E-4 -5.E-6  1.45317 9.79393 3.72139  .00105 2.79E-6 -2.E-5  698
 -1.8851 14.1590 4.06495 1.82231  .28840 QFX04007A  .0013 1.4E-4 1.6E-4 -5.E-6  1.45317 9.79393 3.72139  .00105 2.79E-6 -2.E-5  699
  .03335 16.7683 4.07825 2.03505  .02800  SPCQE.40  .0014 -5.E-5 1.6E-4 1.2E-5   .06183 7.89777 3.74617  .00114 1.47E-4 -2.E-5  700
  .03335 16.7683 4.07825 2.03505  .02800 QFX04007B.2 .0014 -5.E-5 1.6E-4 1.2E-5  .06183 7.89777 3.74617  .00114 1.47E-4 -2.E-5  701
  .03335 16.7683 4.07825 2.03505  .02800 MKQCTR.40  .0014 -5.E-5 1.6E-4 1.2E-5   .06183 7.89777 3.74617  .00114 1.47E-4 -2.E-5  702
  .03333 16.7683 4.07825 2.03505  .02801  LL880     .0014 -5.E-5 1.6E-4 1.2E-5   .06184 7.89777 3.74617  .00114 1.47E-4 -2.E-5  703
  .00840 16.7509 4.08222 2.04676  .02801 SFA04104B.1 .0014 -5.E-5 1.7E-4 1.2E-5  .00876 7.86829 3.75460  .00120 1.47E-4 -2.E-5  704
  .00839 16.7509 4.08222 2.04676  .02801 SFA04104A  .0014 -5.E-5 1.7E-4 1.2E-5   .00876 7.86829 3.75460  .00120 1.47E-4 -2.E-5  705
 -.02162 16.7601 4.08887 2.06589  .02656 SFA04104B.2 .0013 -5.E-5 1.7E-4 1.2E-5 -.08576 7.92219 3.76873  .00129 1.48E-4 -2.E-5  706
 -.02162 16.7601 4.08887 2.06589  .02656  LL888     .0013 -5.E-5 1.7E-4 1.2E-5  -.08575 7.92219 3.76873  .00129 1.48E-4 -2.E-5  707
 -.04655 16.7885 4.09283 2.07701  .02656 QFX04108B.1 .0013 -5.E-5 1.8E-4 1.2E-5 -.13885 8.01598 3.77708  .00135 1.48E-4 -2.E-5  708
 -.04624 16.7885 4.09283 2.07701  .02652  SPCQ.41   .0013 -5.E-5 1.8E-4 1.2E-5  -.13900 8.01598 3.77708  .00135 1.48E-4 -2.E-5  709
 -.04624 16.7885 4.09283 2.07701  .02652 QFX04108A  .0013 -5.E-5 1.8E-4 1.2E-5  -.13900 8.01598 3.77708  .00135 1.48E-4 -2.E-5  710
 1.87890 14.2061 4.10611 1.93090 -.24404  SPCQE.41  .0011 -2.E-4 2.1E-4 3.4E-5  -1.5769 10.1636 3.80121  .00164 3.44E-4 -2.E-5  711
 1.87890 14.2061 4.10611 1.93090 -.24404 QFX04108B.2 .0011 -2.E-4 2.1E-4 3.4E-5 -1.5769 10.1636 3.80121  .00164 3.44E-4 -2.E-5  712
 1.87890 14.2061 4.10611 1.93090 -.24404 MKQCTR.41  .0011 -2.E-4 2.1E-4 3.4E-5  -1.5769 10.1636 3.80121  .00164 3.44E-4 -2.E-5  713
 1.87917 14.2061 4.10611 1.93090 -.24407  LL0.39    .0011 -2.E-4 2.1E-4 3.4E-5  -1.5771 10.1636 3.80121  .00164 3.44E-4 -2.E-5  714
 1.36882 9.00934 4.12869 1.54074 -.24407  SPC.35   8.0E-4 -2.E-4 2.6E-4 3.4E-5  -2.1261 16.0888 3.82118  .00213 3.43E-4 -2.E-5  715
 1.36882 9.00934 4.12869 1.54074 -.24407  LL897    8.0E-4 -2.E-4 2.6E-4 3.4E-5  -2.1261 16.0888 3.82118  .00213 3.43E-4 -2.E-5  716
 1.14631 7.25478 4.14244 1.37063 -.24407 SDB04204B.1 6.4E-4 -2.E-4 2.9E-4 3.4E-5 -2.3654 19.2221 3.82749 .00235 3.43E-4 -2.E-5  717
 1.14631 7.25478 4.14244 1.37063 -.24407 SDB04204A 6.4E-4 -2.E-4 2.9E-4 3.4E-5  -2.3654 19.2221 3.82749  .00235 3.43E-4 -2.E-5  718
  .92156 5.80748 4.15964 1.20006 -.24374 SDB04204B.2 4.9E-4 -2.E-4 3.1E-4 3.4E-5 -2.5998 22.6980 3.83283 .00256 3.42E-4 -1.E-5  719
  .92156 5.80748 4.15964 1.20006 -.24374  LL905    4.9E-4 -2.E-4 3.1E-4 3.4E-5  -2.5998 22.6980 3.83283  .00256 3.42E-4 -1.E-5  720
  .83240 5.31637 4.16766 1.13187 -.24374  ZSV04218 4.3E-4 -2.E-4 3.2E-4 3.4E-5  -2.6955 24.1808 3.83473  .00265 3.42E-4 -1.E-5  721
  .81951 5.24947 4.16888 1.12201 -.24374  MOV.36   4.2E-4 -2.E-4 3.2E-4 3.4E-5  -2.7094 24.3997 3.83500  .00266 3.42E-4 -1.E-5  722
  .76872 4.99615 4.17384 1.08317 -.24374  LL910    3.8E-4 -2.E-4 3.3E-4 3.4E-5  -2.7639 25.2727 3.83602  .00271 3.42E-4 -1.E-5  723
  .68124 4.59784 4.18297 1.01628 -.24374 QDN04208B.1 3.2E-4 -2.E-4 3.4E-4 3.4E-5 -2.8578 26.8170 3.83770 .00279 3.42E-4 -1.E-5  724
  .68114 4.59784 4.18297 1.01628 -.24372  SPCQ.42  3.2E-4 -2.E-4 3.4E-4 3.4E-5  -2.8572 26.8170 3.83770  .00279 3.42E-4 -1.E-5  725
  .68114 4.59784 4.18297 1.01628 -.24372 QDN04208A 3.2E-4 -2.E-4 3.4E-4 3.4E-5  -2.8572 26.8170 3.83770  .00279 3.42E-4 -1.E-5  726
   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
 -.62270 4.49795 4.25648  .71145 -.08544  SPCQE.42 -7.E-5 -2.E-4 3.5E-4 -2.E-5  2.38529 27.8457 3.84818  .00291 -2.1E-4 -1.E-5  727
 -.62270 4.49795 4.25648  .71145 -.08544 QDN04208B.2 -7.E-5 -2.E-4 3.5E-4 -2.E-5 2.38529 27.8457 3.84818 .00291 -2.1E-4 -1.E-5  728
 -.62270 4.49795 4.25648  .71145 -.08544 MKQCTR.42 -7.E-5 -2.E-4 3.5E-4 -2.E-5  2.38529 27.8457 3.84818  .00291 -2.1E-4 -1.E-5  729
 -.62281 4.49795 4.25648  .71145 -.08542  LL920    -7.E-5 -2.E-4 3.5E-4 -2.E-5  2.38593 27.8457 3.84818  .00291 -2.1E-4 -1.E-5  730
